file_name,normalized_transcription
lesmis_3560,"Cet homme, ce mystérieux homme, que le cocher avait vu sortir de la grille du Grand Égout portant sur son dos Marius évanoui,"
lesmis_3561,"et que l'agent de police aux aguets avait arrêté en flagrant délit de sauvetage d'un insurgé, qu'était-il devenu?"
lesmis_3562,qu'était devenu l'agent lui-même? Pourquoi cet agent avait-il gardé le silence? l'homme avait-il réussi à s'évader?
lesmis_3563,avait-il corrompu l'agent? Pourquoi cet homme ne donnait-il aucun signe de vie à Marius qui lui devait tout?
lesmis_3564,Le désintéressement n'était pas moins prodigieux que le dévouement. Pourquoi cet homme ne reparaissait-il pas?
lesmis_3565,"Peut-être était-il au-dessus de la récompense, mais personne n'est au-dessus de la reconnaissance. Était-il mort? quel homme était-ce?"
lesmis_3566,quelle figure avait-il? Personne ne pouvait le dire. Le cocher répondait: La nuit était très noire.
lesmis_3567,"Basque et Nicolette, ahuris, n'avaient regardé que leur jeune maître tout sanglant."
lesmis_3568,"Le portier, dont la chandelle avait éclairé la tragique arrivée de Marius, avait seul remarqué l'homme en question,"
lesmis_3569,et voici le signalement qu'il en donnait: «Cet homme était épouvantable.»
lesmis_3570,"Dans l'espoir d'en tirer parti pour ses recherches, Marius fit conserver les vêtements ensanglantés qu'il avait sur le corps, lorsqu'on l'avait ramené chez son aïeul."
lesmis_3571,"En examinant l'habit, on remarqua qu'un pan était bizarrement déchiré. Un morceau manquait. Un soir,"
lesmis_3572,"Marius parlait, devant Cosette et Jean Valjean, de toute cette singulière aventure, des informations sans nombre qu'il avait prises"
lesmis_3573,et de l'inutilité de ses efforts. Le visage froid de «monsieur Fauchelevent» l'impatientait.
lesmis_3574,"Il s'écria avec une vivacité qui avait presque la vibration de la colère: --Oui, cet homme-là, quel qu'il soit, a été sublime."
lesmis_3575,"Savez-vous ce qu'il a fait, monsieur? Il est intervenu comme l'archange. Il a fallu qu'il se jetât au milieu du combat, qu'il me dérobât, qu'il ouvrît l'égout,"
lesmis_3576,"qu'il m'y traînât, qu'il m'y portât! Il a fallu qu'il fît plus d'une lieue et demie dans d'affreuses galeries souterraines, courbé, ployé, dans les ténèbres, dans le cloaque,"
lesmis_3577,"plus d'une lieue et demie, monsieur, avec un cadavre sur le dos! Et dans quel but? Dans l'unique but de sauver ce cadavre."
lesmis_3578,"Et ce cadavre, c'était moi. Il s'est dit: Il y a encore là peut-être une lueur de vie;"
lesmis_3579,"je vais risquer mon existence à moi pour cette misérable étincelle! Et son existence, il ne l'a pas risquée une fois, mais vingt!"
lesmis_3580,"Et chaque pas était un danger. La preuve, c'est qu'en sortant de l'égout il a été arrêté."
lesmis_3581,"Savez-vous, monsieur, que cet homme a fait tout cela? Et aucune récompense à attendre. Qu'étais-je? Un insurgé. Qu'étais-je?"
lesmis_3582,"Un vaincu. Oh! si les six cent mille francs de Cosette étaient à moi.... --Ils sont à vous, interrompit Jean Valjean."
lesmis_3583,"Eh bien, reprit Marius, je les donnerais pour retrouver cet homme! Jean Valjean garda le silence."
lesmis_3584,Livre sixième--La nuit blanche Chapitre I Le 16 février 1833
lesmis_3585,La nuit du 16 au 17 février 1833 fut une nuit bénie. Elle eut au-dessus de son ombre le ciel ouvert.
lesmis_3586,Ce fut la nuit de noces de Marius et de Cosette. La journée avait été adorable.
lesmis_3587,"Ce n'avait pas été la fête bleue rêvée par le grand-père, une féerie avec une confusion de chérubins et de cupidons au-dessus de la tête des mariés,"
lesmis_3588,un mariage digne de faire un dessus de porte; mais cela avait été doux et riant.
lesmis_3589,La mode du mariage n'était pas en 1833 ce qu'elle est aujourd'hui.
lesmis_3590,"La France n'avait pas encore emprunté à l'Angleterre cette délicatesse suprême d'enlever sa femme, de s'enfuir en sortant de l'église,"
lesmis_3591,"de se cacher avec honte de son bonheur, et de combiner les allures d'un banqueroutier avec les ravissements du cantique des cantiques."
lesmis_3592,"On n'avait pas encore compris tout ce qu'il y a de chaste, d'exquis et de décent à cahoter son paradis en chaise de poste,"
lesmis_3593,"à entrecouper son mystère de clic-clacs, à prendre pour lit nuptial un lit d'auberge,"
lesmis_3594,"et à laisser derrière soi, dans l'alcôve banale à tant par nuit, le plus sacré des souvenirs de la vie pêle-mêle avec le tête-à-tête du conducteur de diligence et de la servante d'auberge."
lesmis_3595,"Dans cette seconde moitié du dix-neuvième siècle où nous sommes, le maire et son écharpe, le prêtre et sa chasuble, la loi et Dieu, ne suffisent plus;"
lesmis_3596,"il faut les compléter par le postillon de Longjumeau; veste bleue aux retroussis rouges et aux boutons grelots,"
lesmis_3597,"plaque en brassard, culotte de peau verte, jurons aux chevaux normands à la queue nouée, faux galons, chapeau ciré,"
lesmis_3598,"gros cheveux poudrés, fouet énorme et bottes fortes."
lesmis_3599,"La France ne pousse pas encore l'élégance jusqu'à faire, comme la nobility anglaise, pleuvoir sur la calèche de poste des mariés une grêle de pantoufles éculées et de vieilles savates,"
lesmis_3600,"en souvenir de Churchill, depuis Marlborough, ou Malbrouck, assailli le jour de son mariage par une colère de tante qui lui porta bonheur."
lesmis_3601,"Les savates et les pantoufles ne font point encore partie de nos célébrations nuptiales; mais patience,"
lesmis_3602,"le bon goût continuant à se répandre, on y viendra."
lesmis_3603,"En 1833, il y a cent ans, on ne pratiquait pas le mariage au grand trot."
lesmis_3604,"On s'imaginait encore à cette époque, chose bizarre, qu'un mariage est une fête intime et sociale,"
lesmis_3605,"qu'un banquet patriarcal ne gâte point une solennité domestique, que la gaîté, fût-elle excessive, pourvu qu'elle soit honnête,"
lesmis_3606,"ne fait aucun mal au bonheur,"
lesmis_3607,"et qu'enfin il est vénérable et bon que la fusion de ces deux destinées d'où sortira une famille commence dans la maison, et que le ménage ait désormais pour témoin la chambre nuptiale."
lesmis_3608,Et l'on avait l'impudeur de se marier chez soi.
lesmis_3609,"Le mariage se fit donc, suivant cette mode maintenant caduque, chez M. Gillenormand. Si naturelle et si ordinaire que soit cette affaire de se marier, les bans à publier, les actes à dresser, la mairie, l'église, ont toujours quelque complication."
lesmis_3610,"Si naturelle et si ordinaire que soit cette affaire de se marier, les bans à publier, les actes à dresser, la mairie, l'église, ont toujours quelque complication. On ne put être prêt avant le seize février. Or, nous notons ce détail pour la pure satisfaction d'être exact,"
lesmis_3611,"On ne put être prêt avant le 16 février. Or, nous notons ce détail pour la pure satisfaction d'être exact,"
lesmis_3612,"il se trouva que le 16 était un mardi gras. Hésitations, scrupules, particulièrement de la tante Gillenormand."
lesmis_3613,"--Un mardi gras! s'écria l'aïeul, tant mieux. Il y a un proverbe: _Mariage un mardi gras_ _N'aura point d'enfants ingrats._"
lesmis_3614,"Passons outre. Va pour le seize! Est-ce que tu veux retarder, toi, Marius? --Non, certes! répondit l'amoureux. --Marions-nous,"
lesmis_3615,"fit le grand-père. Le mariage se fit donc le 16, nonobstant la gaîté publique. Il pleuvait ce jour-là, mais"
lesmis_3616,"il y a toujours dans le ciel un petit coin d'azur au service du bonheur, que les amants voient,"
lesmis_3617,"même quand le reste de la création serait sous un parapluie. La veille, Jean Valjean avait remis à Marius,"
lesmis_3618,"en présence de M. Gillenormand, les cinq cent quatre-vingt-quatre mille francs. Le mariage se faisant sous le régime de la communauté,"
lesmis_3619,les actes avaient été simples. Toussaint était désormais inutile à Jean Valjean;
lesmis_3620,Cosette en avait hérité et l'avait promue au grade de femme de chambre.
lesmis_3621,"Quant à Jean Valjean, il y avait dans la maison Gillenormand une belle chambre meublée exprès pour lui,"
lesmis_3622,"et Cosette lui avait si irrésistiblement dit: «Père, je vous en prie», qu'elle lui avait fait à peu près promettre"
lesmis_3623,"qu'il viendrait l'habiter. Quelques jours avant le jour fixé pour le mariage, il était arrivé un accident à Jean Valjean;"
lesmis_3624,"il s'était un peu écrasé le pouce de la main droite. Ce n'était point grave; et il n'avait pas permis que personne s'en occupât,"
lesmis_3625,"ni le pansât, ni même vit son mal, pas même Cosette."
lesmis_3626,"Cela pourtant l'avait forcé de s'emmitoufler la main d'un linge, et de porter le bras en écharpe, et l'avait empêché de rien signer."
lesmis_3627,"M. Gillenormand, comme subrogé tuteur de Cosette, l'avait suppléé. Nous ne mènerons le lecteur ni à la mairie ni à l'église."
lesmis_3628,"On ne suit guère deux amoureux jusque-là, et l'on a l'habitude de tourner le dos au drame dès qu'il met à sa boutonnière un bouquet de marié."
lesmis_3629,"Nous nous bornerons à noter un incident qui, d'ailleurs inaperçu de la noce, marqua le trajet de la rue des Filles-du-Calvaire à l'église Saint-Paul."
lesmis_3630,On repavait à cette époque l'extrémité nord de la rue Saint-Louis. Elle était barrée à partir de la rue du Parc-Royal.
lesmis_3631,Il était impossible aux voitures de la noce d'aller directement à Saint-Paul.
lesmis_3632,"Force était de changer l'itinéraire, et le plus simple était de tourner par le boulevard."
lesmis_3633,"Un des invités fit observer que c'était le mardi gras, et qu'il y aurait là encombrement de voitures.--Pourquoi?"
lesmis_3634,"demanda M. Gillenormand.--À cause des masques.--À merveille, dit le grand-père. Allons par là. Ces jeunes gens se marient;"
lesmis_3635,ils vont entrer dans le sérieux de la vie. Cela les préparera de voir un peu de mascarade. On prit par le boulevard.
lesmis_3636,"La première des berlines de la noce contenait Cosette et la tante Gillenormand, M. Gillenormand et Jean Valjean."
lesmis_3637,"Marius, encore séparé de sa fiancée, selon l'usage, ne venait que dans la seconde."
lesmis_3638,"Le cortège nuptial, au sortir de la rue des Filles-du-Calvaire, s'engagea dans la longue procession de voitures qui faisait la chaîne sans fin de la Madeleine à la Bastille et de la Bastille à la Madeleine."
lesmis_3639,"Les masques abondaient sur le boulevard. Il avait beau pleuvoir par intervalles, Paillasse, Pantalon et Gille s'obstinaient."
lesmis_3640,"Dans la bonne humeur de cet hiver de 1833, Paris s'était déguisé en Venise. On ne voit plus de ces mardis gras-là aujourd'hui."
lesmis_3641,"Tout ce qui existe étant un carnaval répandu, il n'y a plus de carnaval."
lesmis_3642,Les contre-allées regorgeaient de passants et les fenêtres de curieux.
lesmis_3643,Les terrasses qui couronnent les péristyles des théâtres étaient bordées de spectateurs.
lesmis_3644,"Outre les masques, on regardait ce défilé, propre au mardi gras comme à Longchamps,"
lesmis_3645,"de véhicules de toutes sortes, citadines, tapissières, carrioles, cabriolets, marchant en ordre, rigoureusement rivés les uns aux autres par les règlements de police et comme emboîtés dans des rails."
lesmis_3646,Quiconque est dans un de ces véhicules-là est tout à la fois spectateur et spectacle.
lesmis_3647,"Des sergents de ville maintenaient sur les bas côtés du boulevard ces deux interminables files parallèles se mouvant en mouvement contrarié,"
lesmis_3648,"et surveillaient, pour que rien n'entravât leur double courant, ces deux ruisseaux de voitures coulant, l'un en aval, l'autre en amont,"
lesmis_3649,"l'un vers la chaussée d'Antin, l'autre vers le faubourg Saint-Antoine."
lesmis_3650,"Les voitures armoriées des pairs de France et des ambassadeurs tenaient le milieu de la chaussée, allant et venant librement."
lesmis_3651,"De certains cortèges magnifiques et joyeux, notamment le Boeuf Gras, avaient le même privilège."
lesmis_3652,"Dans cette gaîté de Paris, l'Angleterre faisait claquer son fouet; la chaise de poste de lord Seymour,"
lesmis_3653,"harcelée d'un sobriquet populacier, passait à grand bruit."
lesmis_3654,"Dans la double file, le long de laquelle des gardes municipaux galopaient comme des chiens de berger, d'honnêtes berlingots de famille, encombrés de grand'tantes et d'aïeules, étalaient à leurs portières de frais groupes d'enfants déguisés,"
lesmis_3655,"pierrots de sept ans, pierrettes de six ans, ravissants petits êtres, sentant qu'ils faisaient officiellement partie de l'allégresse publique,"
lesmis_3656,pénétrés de la dignité de leur arlequinade et ayant une gravité de fonctionnaires.
lesmis_3657,De temps en temps un embarras survenait quelque part dans la procession des véhicules; l'une ou l'autre des deux files latérales s'arrêtait jusqu'à ce que le noeud fût dénoué;
lesmis_3658,une voiture empêchée suffisait pour paralyser toute la ligne. Puis on se remettait en marche.
lesmis_3659,Les carrosses de la noce étaient dans la file allant vers la Bastille et longeant le côté droit du boulevard.
lesmis_3660,"À la hauteur de la rue du Pont-aux-Choux, il y eut un temps d'arrêt."
lesmis_3661,"Presque au même instant, sur l'autre bas côté, l'autre file qui allait vers la Madeleine s'arrêta également."
lesmis_3662,Il y avait à ce point-là de cette file une voiture de masques.
lesmis_3663,"Ces voitures, ou, pour mieux dire, ces charretées de masques sont bien connues des Parisiens."
lesmis_3664,"Si elles manquaient à un mardi gras ou à une mi-carême, on y entendrait malice, et l'on dirait: _Il y a quelque chose là-dessous."
lesmis_3665,Probablement le ministère va changer_.
lesmis_3666,"Un entassement de Cassandres, d'Arlequins et de Colombines, cahoté au-dessus des passants, tous les grotesques possibles depuis le turc jusqu'au sauvage,"
lesmis_3667,"des hercules supportant des marquises,"
lesmis_3668,"des poissardes qui feraient boucher les oreilles à Rabelais de même que les ménades faisaient baisser les yeux à Aristophane,"
lesmis_3669,"perruques de filasse, maillots roses, chapeaux de faraud, lunettes de grimacier, tricornes de Janot taquinés par un papillon,"
lesmis_3670,"cris jetés aux piétons, poings sur les hanches, postures hardies, épaules nues, faces masquées,"
lesmis_3671,impudeurs démuselées; un chaos d'effronteries promené par un cocher coiffé de fleurs; voilà ce que c'est que cette institution.
lesmis_3672,"La Grèce avait besoin du chariot de Thespis, la France a besoin du fiacre de Vadé."
lesmis_3673,"Tout peut être parodié, même la parodie."
lesmis_3674,"La saturnale, cette grimace de la beauté antique, arrive, de grossissement en grossissement, au mardi gras;"
lesmis_3675,"et la bacchanale, jadis couronnée de pampres, inondée de soleil, montrant des seins de marbre dans une demi-nudité divine,"
lesmis_3676,"aujourd'hui avachie sous la guenille mouillée du nord, a fini par s'appeler la chie-en-lit."
lesmis_3677,La tradition des voitures de masques remonte aux plus vieux temps de la monarchie. Les comptes de
lesmis_3678,Louis XI allouent au bailli du palais «vingt sous tournois pour trois coches de mascarades ès carrefours».
lesmis_3679,"De nos jours, ces monceaux bruyants de créatures se font habituellement charrier par quelque ancien coucou dont ils encombrent l'impériale, ou accablent de leur tumultueux groupe un landau de régie dont les capotes sont rabattues."
lesmis_3680,"Ils sont vingt dans une voiture de six. Il y en a sur le siège, sur le strapontin, sur les joues des capotes, sur le timon."
lesmis_3681,"Ils enfourchent jusqu'aux lanternes de la voiture. Ils sont debout, couchés, assis, jarrets recroquevillés, jambes pendantes."
lesmis_3682,Les femmes occupent les genoux des hommes. On voit de loin sur le fourmillement des têtes leur pyramide forcenée.
lesmis_3683,"Ces carrossées font des montagnes d'allégresse au milieu de la cohue. Collé, Panard et Piron en découlent, enrichis d'argot."
lesmis_3684,"On crache de là-haut sur le peuple le catéchisme poissard. Ce fiacre, devenu démesuré par son chargement, a un air de conquête."
lesmis_3685,"Brouhaha est à l'avant, Tohubohu est à l'arrière. On y vocifère, on y vocalise, on y hurle, on y éclate,"
lesmis_3686,"on s'y tord de bonheur; la gaîté y rugit, le sarcasme y flamboie, la jovialité s'y étale comme une pourpre;"
lesmis_3687,deux haridelles y traînent la farce épanouie en apothéose; c'est le char du triomphe du Rire.
lesmis_3688,Rire trop cynique pour être franc. Et en effet ce rire est suspect. Ce rire a une mission.
lesmis_3689,Il est chargé de prouver aux parisiens le carnaval.
lesmis_3690,"Ces voitures poissardes, où l'on sent on ne sait quelles ténèbres, font songer le philosophe. Il y a du gouvernement là-dedans."
lesmis_3691,On touche là du doigt une affinité mystérieuse entre les hommes publics et les femmes publiques.
lesmis_3692,"Que des turpitudes échafaudées donnent un total de gaîté, qu'en étageant l'ignominie sur l'opprobre on affriande un peuple,"
lesmis_3693,"que l'espionnage servant de cariatide à la prostitution amuse les cohues en les affrontant,"
lesmis_3694,"que la foule aime à voir passer sur les quatre roues d'un fiacre ce monstrueux tas vivant,"
lesmis_3695,"clinquant-haillon, mi-parti ordure et lumière, qui aboie et qui chante,"
lesmis_3696,"qu'on batte des mains à cette gloire faite de toutes les hontes,"
lesmis_3697,"qu'il n'y ait pas de fête pour les multitudes si la police ne promène au milieu d'elles ces espèces d'hydres de joie à vingt têtes, certes, cela est triste."
lesmis_3698,Mais qu'y faire? Ces tombereaux de fange enrubannée et fleurie sont insultés et amnistiés par le rire public.
lesmis_3699,Le rire de tous est complice de la dégradation universelle.
lesmis_3700,De certaines fêtes malsaines désagrègent le peuple et le font populace; et aux populaces comme aux tyrans il faut des bouffons.
lesmis_3701,"Le roi a Roquelaure, le peuple a Paillasse."
lesmis_3702,"Paris est la grande ville folle, toutes les fois qu'il n'est pas la grande cité sublime. Le carnaval y fait partie de la politique."
lesmis_3703,"Paris, avouons-le, se laisse volontiers donner la comédie par l'infamie. Il ne demande à ses maîtres,--quand il a des maîtres,--qu'une chose:"
lesmis_3704,fardez-moi la boue. Rome était de la même humeur. Elle aimait Néron.
lesmis_3705,Néron était un débardeur titan.
lesmis_3706,"Le hasard fit, comme nous venons de le dire, qu'une de ces difformes grappes de femmes et d'hommes masqués, trimballés dans une vaste calèche,"
lesmis_3707,s'arrêta à gauche du boulevard pendant que le cortège de la noce s'arrêtait à droite.
lesmis_3708,"D'un bord du boulevard à l'autre, la voiture où étaient les masques aperçut vis-à-vis d'elle la voiture où était la mariée."
lesmis_3709,"--Tiens! dit un masque, une noce. --Une fausse noce, reprit un autre. C'est nous qui sommes la vraie. Et,"
lesmis_3710,"trop loin pour pouvoir interpeller la noce, craignant d'ailleurs le holà des sergents de ville, les deux masques regardèrent ailleurs."
lesmis_3711,"Toute la carrossée masquée eut fort à faire au bout d'un instant, la multitude se mit à la huer,"
lesmis_3712,"ce qui est la caresse de la foule aux mascarades; et les deux masques qui venaient de parler durent faire front à tout le monde avec leurs camarades,"
lesmis_3713,et n'eurent pas trop de tous les projectiles du répertoire des halles pour répondre aux énormes coups de gueule du peuple.
lesmis_3714,Il se fit entre les masques et la foule un effrayant échange de métaphores.
lesmis_3715,"Cependant, deux autres masques de la même voiture, un espagnol au nez démesuré avec un air vieillot et d'énormes moustaches noires,"
lesmis_3716,"et une poissarde maigre, et toute jeune fille,"
lesmis_3717,"masquée d'un loup, avaient remarqué la noce, eux aussi, et, pendant que leurs compagnons et les passants s'insultaient, avaient un dialogue à voix basse."
lesmis_3718,Leur aparté était couvert par le tumulte et s'y perdait. Les bouffées de pluie avaient mouillé la voiture toute grande ouverte;
lesmis_3719,"le vent de février n'est pas chaud; tout en répondant à l'Espagnol, la poissarde, décolletée, grelottait, riait, et toussait."
lesmis_3720,"Voici le dialogue: --Dis donc. --Quoi, daron? --Vois-tu ce vieux? --Quel vieux?"
lesmis_3721,"--Là, dans la première roulotte de la noce, de notre côté. --Qui a le bras accroché dans une cravate noire? --Oui. --Eh"
lesmis_3722,--Je suis sûr que je le connais. --Ah!
lesmis_3723,"--Je veux qu'on me fauche le colabre et n'avoir de ma vioc dit vousaille, tonorgue ni mézig, si je ne colombe pas ce"
lesmis_3724,"--C'est aujourd'hui que Paris est Pantin. --Peux-tu voir la mariée, en te penchant? --Non. --Et le marié?"
lesmis_3725,--Il n'y a pas de marié dans cette roulotte-là. --Bah! --À moins que ce ne soit l'autre vieux. --Tâche donc de voir la
lesmis_3726,"--Je ne peux pas. --C'est égal, ce vieux qui a quelque chose à la patte, j'en suis sûr, je connais ça."
lesmis_3727,"--Et à quoi ça te sert-il de le connaître? --On ne sait pas. Des fois! --Je me fiche pas mal des vieux, moi. --Je"
lesmis_3728,"--Connais-le à ton aise. --Comment diable est-il à la noce? --Nous y sommes bien, nous. --D'où vient-elle, cette noce?"
lesmis_3729,--Est-ce que je sais? --Écoute. --Quoi? --Tu devrais faire une chose. --Quoi? --Descendre de notre roulotte et filer cette noce-là.
lesmis_3730,"--Pourquoi faire? --Pour savoir où elle va, et ce qu'elle est. Dépêche-toi de descendre, cours, ma fée, toi qui es jeune."
lesmis_3731,--Je ne peux pas quitter la voiture. --Pourquoi ça? --Je suis louée. --Ah fichtre!
lesmis_3732,"--Je dois ma journée de poissarde à la préfecture. --C'est vrai. --Si je quitte la voiture, le premier inspecteur qui me voit"
lesmis_3733,"--Oui, je sais. --Aujourd'hui, je suis achetée par Pharos. --C'est égal. Ce vieux m'embête. --Les vieux t'embêtent."
lesmis_3734,Tu n'es pourtant pas une jeune fille. --Il est dans la première voiture. --Eh bien? --Dans la roulotte de la mariée. --Après?
lesmis_3735,--Donc il est le père. --Qu'est-ce que cela me fait? --Je te dis qu'il est le père. --Il n'y a pas que ce père-là.
lesmis_3736,"--Quoi? --Moi, je ne peux guère sortir que masqué. Ici, je suis caché, on ne sait pas que j'y suis."
lesmis_3737,"Mais demain, il n'y a plus de masques. C'est mercredi des cendres. Je risque de tomber. Il faut que je rentre dans mon trou."
lesmis_3738,"Toi, tu es libre. --Pas trop. --Plus que moi toujours. --Eh bien, après?"
lesmis_3739,--Il faut que tu tâches de savoir où est allée cette noce-là? --Où elle va? --Oui. --Je le sais. --Où va-t-elle donc?
lesmis_3740,--Au Cadran Bleu. --D'abord ce n'est pas de ce côté-là. --Eh bien! à la Râpée. --Ou ailleurs.
lesmis_3741,--Elle est libre. Les noces sont libres.
lesmis_3742,"--Ce n'est pas tout ça. Je te dis qu'il faut que tu tâches de me savoir ce que c'est que cette noce-là, dont est"
lesmis_3743,"--Plus souvent! voilà qui sera drôle. C'est commode de retrouver, huit jours après, une noce qui a passé dans Paris le mardi"
lesmis_3744,"Une tiquante dans un grenier à foin! Est-ce que c'est possible? --N'importe, il faudra tâcher."
lesmis_3745,"Entends-tu, Azelma? Les deux files reprirent des deux côtés du boulevard leur mouvement en sens inverse,"
lesmis_3746,et la voiture des masques perdit de vue «la roulotte» de la mariée.
lesmis_3747,Livre sixième--La nuit blanche
lesmis_3748,Chapitre II Jean Valjean a toujours son bras en écharpe
lesmis_3749,Réaliser son rêve.
lesmis_3750,À qui cela est-il donné? Il doit y avoir des élections pour cela dans le ciel; nous sommes tous candidats à notre insu;
lesmis_3751,les anges votent. Cosette et Marius avaient été élus.
lesmis_3752,"Cosette, à la mairie et dans l'église, était éclatante et touchante. C'était Toussaint, aidée de Nicolette,"
lesmis_3753,"qui l'avait habillée. Cosette avait sur une jupe de taffetas blanc sa robe de guipure de Binche,"
lesmis_3754,"un voile de point d'Angleterre, un collier de perles fines, une couronne de fleurs d'oranger;"
lesmis_3755,"tout cela était blanc, et, dans cette blancheur, elle rayonnait."
lesmis_3756,C'était une candeur exquise se dilatant et se transfigurant dans la clarté. On eût dit une vierge en train de devenir déesse.
lesmis_3757,Les beaux cheveux de Marius étaient lustrés et parfumés;
lesmis_3758,"on entrevoyait çà et là, sous l'épaisseur des boucles, des lignes pâles qui étaient les cicatrices de la barricade."
lesmis_3759,"Le grand-père, superbe, la tête haute,"
lesmis_3760,"amalgamant plus que jamais dans sa toilette et dans ses manières toutes les élégances du temps de Barras, conduisait Cosette."
lesmis_3761,"Il remplaçait Jean Valjean qui, à cause de son bras en écharpe, ne pouvait donner la main à la mariée."
lesmis_3762,"Jean Valjean, en noir, suivait et souriait. --Monsieur Fauchelevent, lui disait l'aïeul, voilà un beau jour."
lesmis_3763,Je vote la fin des afflictions et des chagrins! Il ne faut plus qu'il y ait de tristesse nulle part désormais. Pardieu!
lesmis_3764,"je décrète la joie! Le mal n'a pas le droit d'être. Qu'il y ait des hommes malheureux, en vérité, cela est honteux pour l'azur du ciel."
lesmis_3765,"Le mal ne vient pas de l'homme qui, au fond, est bon. Toutes les misères humaines ont pour chef-lieu et pour gouvernement central l'enfer,"
lesmis_3766,"autrement dit les Tuileries du diable. Bon, voilà que je dis des mots démagogiques à présent!"
lesmis_3767,"Quant à moi, je n'ai plus d'opinion politique; que tous les hommes soient riches, c'est-à-dire joyeux, voilà à quoi je me borne. Quand,"
lesmis_3768,"à l'issue de toutes les cérémonies, après avoir prononcé devant le maire et devant le prêtre tous les oui possibles,"
lesmis_3769,"après avoir signé sur les registres à la municipalité et à la sacristie,"
lesmis_3770,"après avoir échangé leurs anneaux, après avoir été à genoux coude à coude sous le poêle de moire blanche dans la fumée de l'encensoir,"
lesmis_3771,"ils arrivèrent se tenant par la main, admirés et enviés de tous, Marius en noir, elle en blanc,"
lesmis_3772,"précédés du suisse à épaulettes de colonel frappant les dalles de sa hallebarde, entre deux haies d'assistants émerveillés,"
lesmis_3773,"sous le portail de l'église ouvert à deux battants, prêts à remonter en voiture et tout étant fini, Cosette ne pouvait encore y croire."
lesmis_3774,"Elle regardait Marius, elle regardait la foule, elle regardait le ciel; il semblait qu'elle eût peur de se réveiller."
lesmis_3775,"Son air étonné et inquiet lui ajoutait on ne sait quoi d'enchanteur. Pour s'en retourner, ils montèrent ensemble dans la même voiture,"
lesmis_3776,"Marius près de Cosette; M. Gillenormand et Jean Valjean leur faisaient vis-à-vis. La tante Gillenormand avait reculé d'un plan,"
lesmis_3777,"et était dans la seconde voiture.--Mes enfants, disait le grand-père, vous voilà monsieur le baron et madame la baronne avec trente mille livres de rente."
lesmis_3778,"Et Cosette, se penchant tout contre Marius, lui caressa l'oreille de ce chuchotement angélique:--C'est donc vrai. Je m'appelle Marius."
lesmis_3779,Je suis madame Toi. Ces deux êtres resplendissaient.
lesmis_3780,"Ils étaient à la minute irrévocable et introuvable, à l'éblouissant point d'intersection de toute la jeunesse et de toute la joie."
lesmis_3781,"Ils réalisaient le vers de Jean Prouvaire; à eux deux, ils n'avaient pas quarante ans. C'était le mariage sublimé;"
lesmis_3782,"ces deux enfants étaient deux lys. Ils ne se voyaient pas, ils se contemplaient. Cosette apercevait Marius dans une gloire;"
lesmis_3783,Marius apercevait Cosette sur un autel.
lesmis_3784,"Et sur cet autel et dans cette gloire, les deux apothéoses se mêlant, au fond, on ne sait comment, derrière un nuage pour Cosette, dans un flamboiement pour Marius, il y avait la chose idéale, la chose réelle, le rendez-vous du baiser et du songe,"
lesmis_3785,l'oreiller nuptial. Tout le tourment qu'ils avaient eu leur revenait en enivrement.
lesmis_3786,"Il leur semblait que les chagrins, les insomnies, les larmes, les angoisses, les épouvantes, les désespoirs, devenus caresses et rayons, rendaient plus charmante encore l'heure charmante qui approchait;"
lesmis_3787,"et que les tristesses étaient autant de servantes qui faisaient la toilette de la joie. Avoir souffert, comme c'est bon!"
lesmis_3788,Leur malheur faisait auréole à leur bonheur. La longue agonie de leur amour aboutissait à une ascension.
lesmis_3789,"C'était dans ces deux âmes le même enchantement, nuancé de volupté dans Marius et de pudeur dans Cosette. Ils se disaient tout bas:"
lesmis_3790,Nous irons revoir notre petit jardin de la rue Plumet. Les plis de la robe de Cosette étaient sur Marius.
lesmis_3791,Un tel jour est un mélange ineffable de rêve et de certitude. On possède et on suppose. On a encore du temps devant soi pour deviner.
lesmis_3792,C'est une indicible émotion ce jour-là d'être à midi et de songer à minuit.
lesmis_3793,Les délices de ces deux coeurs débordaient sur la foule et donnaient de l'allégresse aux passants.
lesmis_3794,On s'arrêtait rue Saint-Antoine devant Saint-Paul pour voir à travers la vitre de la voiture trembler les fleurs d'oranger sur la tête de Cosette.
lesmis_3795,"Puis ils rentrèrent rue des Filles-du-Calvaire, chez eux. Marius, côte à côte avec Cosette, monta, triomphant et rayonnant,"
lesmis_3796,"cet escalier où on l'avait traîné mourant. Les pauvres, attroupés devant la porte et se partageant leurs bourses, les bénissaient."
lesmis_3797,"Il y avait partout des fleurs. La maison n'était pas moins embaumée que l'église; après l'encens, les roses."
lesmis_3798,Ils croyaient entendre des voix chanter dans l'infini; ils avaient Dieu dans le coeur; la destinée leur apparaissait comme un plafond d'étoiles;
lesmis_3799,ils voyaient au-dessus de leurs têtes une lueur de soleil levant. Tout à coup l'horloge sonna.
lesmis_3800,"Marius regarda le charmant bras nu de Cosette et les choses roses qu'on apercevait vaguement à travers les dentelles de son corsage,"
lesmis_3801,"et Cosette, voyant le regard de Marius, se mit à rougir jusqu'au blanc des yeux."
lesmis_3802,Bon nombre d'anciens amis de la famille Gillenormand avaient été invités; on s'empressait autour de Cosette.
